file	scene	idx	ua
resg02_01.ks	*start	4	…
resg02_01.ks	*start	5	Дару сидить за комп'ютером, повернувшись до мене спиною.
resg02_01.ks	*start	6	Нога під столом нетерпляче смикається.
resg02_01.ks	*start	7	За вікном мав би бути мирний літній полудень, а тут висить якесь мертве, гнітюче повітря.
resg02_01.ks	*start	8	Учора—
resg02_01.ks	*start	9	після того експерименту я вже не мав сумнівів: ТелефоноХвильовка (робоча назва) працює і як машина часу.
resg02_01.ks	*start	10	Курісу, схоже, нізащо не хотіла визнавати ні результатів, ні моїх висновків, тож…
resg02_01.ks	*start	11	Машина часу… яка там машина часу… Це брехня!
resg02_01.ks	*start	12	…і з криком вилетіла з лаби.
resg02_01.ks	*start	13	Так, ніби більше ніколи тут не з'явиться.
resg02_01.ks	*start	14	Маюрі й далі сиділа засмучена через караґе й банани, тож пропустила щоденне шиття костюмів і теж пішла додому.
resg02_01.ks	*start	15	Образи за їжу, кажуть, найглибші.
resg02_01.ks	*start	16	Тож у лабі лишилися тільки я і Дару.
resg02_01.ks	*start	17	Після результатів експерименту нас, звісно, розпирало.
resg02_01.ks	*start	18	Тому ми всю ніч ставили експерименти — перевіряли, чи ТелефоноХвильовка (робоча назва) справді машина часу.
resg02_01.ks	*start	19	А результат…
resg02_01.ks	*start	20	Ми набрали в супермаркеті всякої всячини й запихали в ТелефоноХвильовку (робоча назва) — усе марно. Жодних змін. Нічого не сталося.
resg02_01.ks	*start	21	У всіх експериментах після того розряду речі просто нормально нагрівалися. Ніякої гелізації.
resg02_01.ks	*start	22	Чому раптом нічого більше не відбувається — причини не знаю.
resg02_01.ks	*start	23	Тепер щодо «функції надсилати листи в минуле»…
resg02_01.ks	*start	24	Спершу підсумую проблеми, які вилізли під час повторних експериментів.
resg02_01.ks	*start	25	Проблема номер один — що робити з розрядом.
resg02_01.ks	*start	26	Через ризик пожежі ми повиносили з кімнати розробки усе, що може горіти.
resg02_01.ks	*start	27	І на всяк випадок поставили поруч два повні відра з водою.
resg02_01.ks	*start	28	Але корінь проблеми це не усуває.
resg02_01.ks	*start	29	Проблема номер два — незрозуміле зростання маси.
resg02_01.ks	*start	30	Схоже, під час розряду маса ТелефоноХвильовки (робоча назва) з невідомої причини різко зростає.
resg02_01.ks	*start	31	Саме тому мікрохвильовка розтрощила стіл і провалилася в підлогу.
resg02_01.ks	*start	32	Це ми обійшли: поставили мікрохвильовку прямо на підлогу, підклавши подушки й ковдри. Заодно й дірку в підлозі приховали — два зайці одним пострілом.
resg02_01.ks	*start	33	Проблема номер три — ми взагалі не знаємо, за яких умов лист можна відправити в минуле.
resg02_01.ks	*start	34	Скільки не пробували, умов визначити не вдалося.
resg02_01.ks	*start	35	Усю ніч навпомацки: понад сорок спроб — і жодного розряду.
resg02_01.ks	*start	36	Спершу ми аж підскакували від захвату, та з часом невдачі накопичувалися, а з ними й роздратування. Отак і дійшли до цієї хвилини.
resg02_01.ks	*start	37	Чесно кажучи, я здався — і від самого ранку отак байдикую.
resg02_01.ks	*dummy1	0	На телефон падає ще один лист.
resg02_01.ks	*dummy1	1	З учорашнього дня їх сиплеться без ліку.
resg02_01.ks	*dummy1	2	Усі — від Блискучого Пальця, тобто від жінки, що назвалася Кірю Моекою.
resg02_01.ks	*dummy1	3	Взагалі-то я не з тих, хто часто пише листи.
resg02_01.ks	*dummy1	4	З того, як вона орудує пальцями, можна було здогадатися, що Блискучий Палець — демон листів. Я був необачний.
resg02_01.ks	*dummy2	0	Відповідати ліньки, тож ігнорую.
resg02_01.ks	*dummy2	1	Слухай, може, скочимо в <tips,124,Санпо> по ґюдон?
resg02_01.ks	*dummy2	2	Аа-а, ліньки…
resg02_01.ks	*dummy2	3	Ти що, не голодний?
resg02_01.ks	*dummy2	4	Голодний, але…
resg02_01.ks	*dummy2	5	Хмф… Ну й тюхтій.
resg02_01.ks	*dummy2	6	І взагалі, що він там весь цей час робить за комп'ютером?
resg02_01.ks	*dummy2	7	Стало цікаво, і я мимохідь зазираю йому за спину.
resg02_01.ks	*dummy2	8	На екрані — фото якогось футуристичного об'єкта, якого я ніколи не бачив.
resg02_01.ks	*dummy2	9	Якийсь надміру металевий циліндричний тунель. Сопло ракетного двигуна? Чи величезний зореліт із фантастичного фільму?
resg02_01.ks	*dummy2	10	Заввишки він, схоже, метрів десять, а то й більше.
resg02_01.ks	*dummy2	11	Хааа…
resg02_01.ks	*dummy2	12	Великий адронний колайдер — від нього реально відпускає…
resg02_01.ks	*dummy2	13	Т-Ти! Що ти зараз сказав?!
resg02_01.ks	*dummy2	14	Великий андронний коліандер?
resg02_01.ks	*dummy2	15	Великий адронний колайдер. Не знаєш?
resg02_01.ks	*dummy2	16	Дару й далі розслаблено витріщається в монітор, а я хапаю його за плечі й щосили трясу.
resg02_01.ks	*dummy2	17	Ай-ай-ай-ай, ти що робиш?!
resg02_01.ks	*dummy2	18	Ти що, спиш на ходу?
resg02_01.ks	*dummy2	19	Та не сплю я, ясно.
resg02_01.ks	*dummy2	20	Що це за Великий адронний колайдер такий?
resg02_01.ks	*dummy2	21	Це ж SERN, SERN. Їхня експериментальна установка. Скорочено — ВАК.
resg02_01.ks	*dummy2	22	Реально мега-мое. <tips,125,Рекомендасую>.
resg02_01.ks	*dummy2	23	Ти що, тебе вже й на залізяки тягне…
resg02_01.ks	*dummy2	24	Нє. Але, ну як сказати, дивишся — і аж мурашки від захвату, нє? Сам собі всміхаєшся. Тобі таке не знайоме?
resg02_01.ks	*dummy2	25	До речі, ти ж колись казав, що від заводів і від простору під мостами автострад ти просто шалієш.
resg02_01.ks	*dummy2	26	Ага-ага. Те саме.
resg02_01.ks	*dummy2	27	SERN… SERN, SERN… щось я вже про це чув…
resg02_01.ks	*dummy2	28	Джон Тайтор!
resg02_01.ks	*dummy2	29	А, Джон Тайтор. То ти раніше про того чувака казав, через якого зараз на @чані буча, нє?
resg02_01.ks	*dummy2	30	Той може бути й самозванцем. Я казав про Джона Тайтора, який з'явився десять років тому.
resg02_01.ks	*dummy2	31	Він і десять років тому з'являвся? Той самий?
resg02_01.ks	*dummy2	32	Хай там як, Джон Тайтор згадував SERN.
resg02_01.ks	*dummy2	33	Пам'ятаю все туманно, але одне знаю точно.
resg02_01.ks	*dummy2	34	Тайтор залишив таке «пророцтво».
resg02_01.ks	*dummy2	35	Що до 2034 року SERN закінчить машину часу…!
resg02_01.ks	*dummy2	36	Ого, машина часу. Ну прямо в тему, нє.
resg02_01.ks	*dummy2	37	Хоча, здається мені, це казав не лише той Тайтор десять років тому, а й теперішній.
resg02_01.ks	*dummy2	38	Десять років тому чи зараз — байдуже. Мене турбує інше, Дару.
resg02_01.ks	*dummy2	39	Такий дивний збіг — це, найпевніше, вибір Брами Штейна!
resg02_01.ks	*dummy2	40	А тому Тайтору взагалі можна вірити?
resg02_01.ks	*dummy2	41	Чи можна йому вірити — це геть неістотно!
resg02_01.ks	*dummy2	42	Нас і його зараз пов'язує одне слово — машина часу.
resg02_01.ks	*dummy2	43	Тож не завадить про всяк випадок перевірити той SERN, про який він казав!
resg02_01.ks	*dummy2	44	Дару, розкажи мені все про SERN.
resg02_01.ks	*dummy2	45	Окі-докі. Зараз моя папка SERN дасть жару.
resg02_01.ks	*dummy2	46	SERN — найбільший у світі інститут фізики елементарних частинок, отак-от.
resg02_01.ks	*dummy2	47	Стоїть біля кордону Швейцарії та Франції, на околиці Женеви.
resg02_01.ks	*dummy2	48	Із давнього — славиться тим, що саме там народилися <tips,126,HTML>, <tips,127,HTTP> і <tips,128,World Wide Web>.
resg02_01.ks	*dummy2	49	World Wide Web? Це той, що інтернет?
resg02_01.ks	*dummy2	50	Бінго. Те, що стоїть на початку кожної <tips,129,URL>-адреси.
resg02_01.ks	*dummy2	51	Він про оте http://www.\nІ це вигадали в SERN?
resg02_01.ks	*dummy2	52	Я думав, що дещо про них знаю з книжки Тайтора, але щоб настільки серйозне місце…
resg02_01.ks	*dummy2	53	У Японії про них мало хто чув, зате японська дослідницька група теж бере участь — просто зараз, у реальному часі.
resg02_01.ks	*dummy2	54	Які дослідження веде SERN?
resg02_01.ks	*dummy2	55	Здебільшого фізику елементарних частинок, мабуть.
resg02_01.ks	*dummy2	56	У них є мега-величезна експериментальна установка, якої більше ні в кого в світі нема. Так званий прискорювач частинок.
resg02_01.ks	*dummy2	57	Кільце низькоенергетичних антипротонів.
resg02_01.ks	*dummy2	58	Протонний синхротронний бустер.
resg02_01.ks	*dummy2	59	Великий електрон-позитронний колайдер.
resg02_01.ks	*dummy2	60	А фінальний бос — найбільший у світі ВАК… Великий адронний колайдер.
resg02_01.ks	*dummy2	61	Це прискорювач частинок у кільцевому тунелі завдовжки близько двадцяти семи кілометрів під SERN.
resg02_01.ks	*dummy2	62	Ідея — розганяти в тому тунелі протони й зіштовхувати їх, щоб отримати невідомі реакції елементарних частинок. Експерименти почали десь із минулого року.
resg02_01.ks	*dummy2	63	Ну, перед початком були чутки, що в тих експериментах можуть утворитися маленькі чорні діри.
resg02_01.ks	*dummy2	64	Мовляв, ті маленькі чорні діри поглинуть Землю! Всесвіту кінець! І таке інше.
resg02_01.ks	*dummy2	65	Маленькі чорні діри…
resg02_01.ks	*dummy2	66	Якщо вірити тим постам десятирічної давнини, машина часу Тайтора якраз і працювала на маленьких чорних дірах.
resg02_01.ks	*dummy2	67	Виходить, щодо SERN «пророцтво» справдилося?
resg02_01.ks	*dummy2	68	Хотілося копати далі, але голод уже нестерпний, тож вирішую заскочити в «Санпо» по ґюдон.
resg02_01.ks	*dummy2	69	Беремо ґюдон із собою й несемо в парк.
resg02_01.ks	*dummy2	70	То які шанси, що так і станеться насправді?
resg02_01.ks	*dummy2	71	Та звісн… нє. SERN офіційно це заперечує.
resg02_01.ks	*dummy2	72	Навіть якби маленька чорна діра утворилася, енергії в ній так мало, що вона зникне тієї ж миті, як з'явиться.
resg02_01.ks	*dummy2	73	Поглинути Землю — та це ж узагалі нереально.
resg02_01.ks	*dummy2	74	Але диму без вогню не буває.
resg02_01.ks	*dummy2	75	Підозріло й те, що за офіційними заявами експерименти почалися лише з 2008-го.
resg02_01.ks	*dummy2	76	Звісно, це якщо припустити, що пророцтво справжнє.
resg02_01.ks	*dummy2	77	Дещо з пророцтв Тайтора справдилося, але не справдилося значно більше.
resg02_01.ks	*dummy2	78	Чіпляє й інша дивина: чомусь ніхто навколо мене взагалі не пам'ятає, що Тайтор з'являвся у 2000-му.
resg02_01.ks	*dummy2	79	У тому, що казав Тайтор, щось є.\nХочеться, щоб було.
resg02_01.ks	*dummy2	80	Я дістаю телефон і прикладаю до правого вуха.
resg02_01.ks	*dummy2	81	Це я. Кхе-хе-хе… тримайся, щоб не впасти. Я винюхав злочинну змову.
resg02_01.ks	*dummy2	82	…Джон Тайтор і SERN. З цих двох слів ти мусиш зрозуміти, до чого я веду.
resg02_01.ks	*dummy2	83	…Так, саме так. Вони з великою ймовірністю пов'язані з «Організацією».
resg02_01.ks	*dummy2	84	Хмф. Збіг, кажеш? Ну-ну, не розчаровуй мене так.
resg02_01.ks	*dummy2	85	…Що? Підстави? Що ж, якщо вже казати… мені шепоче моя інтуїція безумного вченого.
resg02_01.ks	*dummy2	86	Вони хочуть знищити світ. …Так, за допомогою маленьких чорних дір.
resg02_01.ks	*dummy2	87	Але що, якби ми відібрали в них цю технологію? Як тобі таке?
resg02_01.ks	*dummy2	88	…Кхе-хе-хе, звісно. За кого ти мене маєш? Усе це — вибір Брами Штейна.
resg02_01.ks	*dummy2	89	Ель Псай Конґру.
resg02_01.ks	*dummy3	0	Ти з ким там узагалі воюєш…
resg02_01.ks	*dummy4	0	Дару, у нас є лише одне завдання.
resg02_01.ks	*dummy4	1	Завдання? А шо саме?
resg02_01.ks	*dummy4	2	Ніяких «шо саме»! Не перепитуй!
resg02_01.ks	*dummy4	3	Ти маєш усе зрозуміти й багатозначно всміхнутися!
resg02_01.ks	*dummy4	4	Окаріне, ти вічно все недоговорюєш. Перш ніж красуватися, спробуй говорити зрозуміло.
resg02_01.ks	*dummy4	5	Ну що за людина — зовсім не відчуває моменту!
resg02_01.ks	*dummy4	6	Ти — супер хака.
resg02_01.ks	*dummy4	7	Не хака, а хакер.
resg02_01.ks	*dummy5	0	Далі ясно?
resg02_01.ks	*dummy5	1	Нє, зовсім ні.
resg02_01.ks	*dummy5	2	Зламай SERN.
resg02_01.ks	*dummy5	3	…Це ти так жартуєш?
resg02_01.ks	*dummy5	4	Дару, тобі це до снаги. Викрий їхні лихі справи й добудь усе, що наведе нас на машину часу.
resg02_01.ks	*dummy5	5	Лихі справи… Це все твої фантазії, Окаріне.
resg02_01.ks	*dummy5	6	Чи ТелефоноХвильовка (робоча назва) стане робочою машиною часу, чи так і спатиме в коморі як невдала поробка—
resg02_01.ks	*dummy5	7	Ось він, момент розгалуження.
resg02_01.ks	*dummy5	8	Якщо шо — я нічого не обіцяю, ясно?
resg02_01.ks	*dummy5	9	Домовились. Берися негайно.
resg02_01.ks	*dummy5	10	Як винагороду переведу тижневий запас снеків на твій швейцарський рахунок.
resg02_01.ks	*dummy5	11	Уху, аж завівся!
resg02_01.ks	*dummy5	12	Дару так завівся, що вмить ум'яв велику порцію ґюдону.
resg02_02.ks	*start	0	Коли ми повертаємося до лаби, бачу біля Майстерні Трубки Брауна знайому дівчину — вона мовчки лагодить велосипед.
resg02_02.ks	*start	1	Так званий гірський велосипед. Цікаво, це її власний?
resg02_02.ks	*start	2	Дару, схоже, думає лише про злам, тож пішов на другий поверх раніше. А я лишаюся тут і спостерігаю за нею.
resg02_02.ks	*start	3	Ем… як же її звали?
resg02_02.ks	*start	4	Здається, щось на кшталт «Арума» чи «Аморе».
resg02_02.ks	*start	5	…А, точно. Амане. Амане Судзуха.
resg02_02.ks	*start	6	Здоровенькі були-и-и!
resg02_02.ks	*start	7	І тут вона сама заводить розмову.
resg02_02.ks	*start	8	Слухай-слухай. А чим ви там узагалі займаєтесь?
resg02_02.ks	*start	9	Я ж тобі казав: варто зазирнути в наші таємниці — і ти сама можеш опинитися в небезпеці.
resg02_02.ks	*start	10	«Лабораторія Гаджетів Майбутнього» — так вона зветься, правда?
resg02_02.ks	*start	11	З-Звідки ти знаєш? Я тобі цього не казав.
resg02_02.ks	*start	12	Невже ти — шпигунка «Організації»?!
resg02_02.ks	*start	13	Так написано на вашій поштовій скриньці.
resg02_02.ks	*start	14	…О-Он як.
resg02_02.ks	*start	15	Дарма напружився. От же ж, збиває з пантелику.
resg02_02.ks	*start	16	Н-Ну, якщо вже дізналася, нічого не вдієш. Поясню коротко. Але це — нікому ні слова.
resg02_02.ks	*start	17	Ми повстали проти темної організації, що з тіні смикає за нитки цього світу, — і зруйнуємо її владу до самих підвалин.
resg02_02.ks	*start	18	Муаха-ха-ха!
resg02_02.ks	*start	19	Ого-о…
resg02_02.ks	*start	20	А ця темна організація — це SERN?
resg02_02.ks	*start	21	…?!
resg02_02.ks	*start	22	Т-Так, але…
resg02_02.ks	*start	23	О! То я вгадала? Ці типи справді осоружні, еге ж?
resg02_02.ks	*start	24	«Осоружні»… Я думав, що такі слова в буденній розмові вживаю тільки я.
resg02_02.ks	*start	25	Звідки ти знаєш, що ми збираємося зламати SERN?!
resg02_02.ks	*start	26	Га? Зламати? Ви що, збираєтеся їх ламати?
resg02_02.ks	*start	27	Дідько. Ляпнув зайвого.
resg02_02.ks	*start	28	Байдуже, відповідай на моє питання. Звідки ти знаєш про наші справи із SERN?!
resg02_02.ks	*start	29	А… ем, ну, це…
resg02_02.ks	*start	30	Та ні, ахаха, просто я випадково почула, як ви про це говорили.
resg02_02.ks	*start	31	Коли стою тут унизу, вас чути через вікно.
resg02_02.ks	*start	32	Вікно…
resg02_02.ks	*start	33	Справді, воно було відчинене, а ми з Дару говорили на весь голос.
resg02_02.ks	*start	34	Але хіба звідси чутно?
resg02_02.ks	*start	35	Я тут працюю лише з учора, але…
resg02_02.ks	*start	36	…нудьга виявилася гірша, ніж я думала. Сьогодні вже разів чотири-п'ять виходила надвір. Стану перед крамницею й веду розвідку — може, хоч якийсь клієнт покажеться.
resg02_02.ks	*start	37	Розвідку?!\nЦя дівчина що, майор якийсь?!
resg02_02.ks	*start	38	І тоді якраз почула, як ви розмовляєте на другому поверсі.
resg02_02.ks	*start	39	Стало цікаво — от і полізла шукати в інтернеті. Про темні чутки навколо SERN тепер знаю все, що можна.
resg02_02.ks	*start	40	Кх. Необачно вийшло.
resg02_02.ks	*start	41	Схоже, надалі, коли обговорюємо щось таємне, вікно доведеться зачиняти.
resg02_02.ks	*start	42	Але тоді лаба перетвориться на розпечене пекло.
resg02_02.ks	*start	43	Хмм. Зачиняти чи ні — все одно халепа.
resg02_02.ks	*start	44	…Х-Хай там як, нікому ні слова, ясно?
resg02_02.ks	*start	45	Окі-докі. Я вмію тримати язика за зубами, тож можеш на мене покластися.
resg02_02.ks	*start	46	А, і до речі. Підійди-но на секунду?
resg02_02.ks	*start	47	Іду за Судзухою до Майстерні Трубки Брауна — усередині тихо.\nМістера Брауна теж не видно.
resg02_02.ks	*start	48	А де шеф?
resg02_02.ks	*start	49	Пішов зовсім недавно, щойно закінчив ремонтувати твій телевізор.
resg02_02.ks	*start	50	Певно, знову справи, пов'язані з «отим дрібним звірятком».
resg02_02.ks	*start	51	Шеф іноді зникає навіть у робочі години.\nЯ колись питав, куди він ходить, і—
resg02_02.ks	*start	52	І він гордо відповідав: «Забираю свою донечку зі школи» або «Донечка захворіла, треба доглянути».
resg02_02.ks	*start	53	Так от, ось твій відремонтований телевізор!
resg02_02.ks	*start	54	Сказав узяти з тебе тисячу єн.
resg02_02.ks	*start	55	От же шеф. Узяв дешевше, ніж міг, — щоб я почувався в боргу?\nЗнехотя дістаю з гаманця купюру й віддаю Судзусі.
resg02_02.ks	*start	56	Дякую за оплату. Ну, забирай.
resg02_02.ks	*start	57	Невже ти пропонуєш нести його самому?
resg02_02.ks	*start	58	Га? А хіба ні? Ти ж і сюди його сам приніс, правда?
resg02_02.ks	*start	59	Ця дівчина, схоже, не знає, що підняти щось сходами вдесятеро важче, ніж спустити.
resg02_02.ks	*start	60	Вона взагалі уявляє, як важко йти проти гравітації?!
resg02_02.ks	*start	61	Ну, я можу й допомогти, але… ага, ясно. Отже, тепер уже й дівчата важке тягають. Ото часи!
resg02_02.ks	*start	62	Хмф. Я не пригадую, щоб просив у тебе допомоги.
resg02_02.ks	*start	63	Тим паче моя чоловіча гордість не дозволить, щоб мені допомагала дівчина.
resg02_02.ks	*start	64	Ого-о!
resg02_02.ks	*start	65	А це вже по-справжньому мужньо. Я, здається, закохуюсь.
resg02_02.ks	*dummy1	0	Хмф, думаєш, мене так легко обвести? Ти брешеш, правда?
resg02_02.ks	*dummy1	1	Га? Чому ти так думаєш?
resg02_02.ks	*dummy1	2	Бо спрацювала одна з моїх здібностей… «Читання з обличчя — вміння дорослої людини».
resg02_02.ks	*dummy1	3	З-Здібності?
resg02_02.ks	*dummy1	4	Ця здібність дозволяє бачити крізь брехню. Той, хто збрехав, ніби світиться червоним. А потім помирає.
resg02_02.ks	*dummy1	5	Слухай, а таких носіїв здібностей, як ти, ще багато?
resg02_02.ks	*dummy1	6	…Її мова таки якось дивно звучить.
resg02_02.ks	*dummy1	7	Звісно ж, ні! Особливий тут лише я!
resg02_02.ks	*dummy1	8	О-Он як. То вас небагато… Аж злякалася.
resg02_02.ks	*dummy2	0	Але й те, що хоч один такий існує, — уже дивовижно. Може, це через SERN люди деградували…
resg02_02.ks	*dummy2	1	Тільки от… хіба здібність бачити крізь брехню має якийсь сенс у бою?
resg02_02.ks	*dummy2	2	Ось, наприклад, влучати снайперським пострілом на тисячу метрів…
resg02_02.ks	*dummy2	3	…або вміти одним рухом заламати суперникові руку.
resg02_02.ks	*dummy2	4	Оце, як на мене, справді важливо.
resg02_02.ks	*dummy2	5	Про що вона взагалі? Задротка зі <tips,130,страйкболу>?\nНі, стій. Невже…!
resg02_02.ks	*dummy2	6	Ти… То ти, виходить, кілер «Організації»?
resg02_02.ks	*dummy2	7	Тебе ж кличуть кодовим ім'ям «Міс Ґольґо», так? Хто тебе найняв?!
resg02_02.ks	*dummy2	8	Та ніхто мене не наймав. І взагалі, що таке Ґольґо?
resg02_02.ks	*dummy2	9	Надто вже вона розгубилася. Щось тут не те.
resg02_02.ks	*dummy3	0	…
resg02_02.ks	*dummy3	1	Останнім часом від сигналу про новий лист мене вже нудить.\nПевно, знову той невтомний демон листів — Блискучий Палець.
resg02_02.ks	*dummy4	0	Чого спохмурнів? Що, повідомлення про смерть прийшло?
resg02_02.ks	*dummy4	1	Повідомлення про смерть?
resg02_02.ks	*dummy4	2	…Т-Та це я так, для прикладу.
resg02_02.ks	*dummy4	3	Для прикладу? А що це взагалі — повідомлення про смерть? Хіба таке буває?
resg02_02.ks	*dummy4	4	Ем, я хотіла спитати, чи не отримав ти якихось неприємних новин.
resg02_02.ks	*dummy4	5	…Щось на те схоже.
resg02_02.ks	*dummy4	6	Є одна жінка, яка страшенно одержима старим комп'ютером IBN 5100.
resg02_02.ks	*dummy4	7	Відкриваю лист від Блискучого Пальця.\nОсь що там написано.
resg02_02.ks	*dummy4	8	«О-ка-бе-кун! Я хочу вже нарешті отримати відповідь. Я весь час чекаю. І ще, скажи, будь ласка, як зв'язатися з тим супер хакою».
resg02_02.ks	*dummy4	9	«Поки ми тут не спішимо, IBN 5100 може дістатися комусь іншому, розумієш?»
resg02_02.ks	*dummy4	10	IBN 5100…?
resg02_02.ks	*dummy4	11	Ти знаєш про нього?
resg02_02.ks	*dummy4	12	А, ага.
resg02_02.ks	*dummy4	13	Он як. Виходить, міська легенда про IBN 5100 і справді відома.
resg02_02.ks	*dummy4	14	Може, дівчат-отаку, яких цікавлять такі ретро-ПК, більше, ніж я думав.
resg02_02.ks	*dummy4	15	Т-Так, так. Дізналася з міської легенди. А ти сам що про це знаєш?
resg02_02.ks	*dummy4	16	Я його справді шукав по всій Акібі — і знаю, чим це скінчилося: тут його немає.
resg02_02.ks	*dummy4	17	…Он як. Ну, звісно.
resg02_02.ks	*dummy4	18	Говориш так, ніби щось знаєш.
resg02_02.ks	*dummy4	19	Га? Ну, наче знаю, а наче й ні.
resg02_02.ks	*dummy4	20	Сама я нічого такого не знаю, просто є в мене один далекий знайомий, і я від нього мимохідь щось таке чула… ну, чи щось у цьому стилі. Аха, ахаха.
resg02_02.ks	*dummy4	21	…
resg02_02.ks	*dummy4	22	Ти… хто ти така—
resg02_02.ks	*dummy4	23	Хаааах…
resg02_02.ks	*dummy4	24	А я ж хотіла розповісти тобі дуже цікаву інформацію про IBN 5100…
resg02_02.ks	*dummy4	25	Але коли ти так на мене дивишся, уже й не хочеться.
resg02_02.ks	*dummy4	26	Мене той IBN 5100 узагалі не цікавить.
resg02_02.ks	*dummy4	27	Зараз мене куди більше займає SERN.
resg02_02.ks	*dummy4	28	Бо навіть якщо розгадати одну міську легенду Акіби, структура світової влади від цього не зміниться.
resg02_02.ks	*dummy4	29	Я не маю жоднісіньких причин тобі довіряти.
resg02_02.ks	*dummy4	30	І я не знаю, чи та твоя цікава інформація правдива.
resg02_02.ks	*dummy4	31	Ого-о. Оце ти сказав. Хоча так, поводжуся я справді підозріло.
resg02_02.ks	*dummy4	32	Тоді так: розказувати не буду, але підказку дам.
resg02_02.ks	*dummy4	33	І мучся собі від того, що відповідь ніби ось-ось, а не дається.
resg02_02.ks	*dummy4	34	Так от: у IBN 5100 є прихована функція.
resg02_02.ks	*dummy4	35	Прихована функція…
resg02_02.ks	*dummy4	36	До речі, здається, той Джон Тайтор із 2000-го, якого я пам'ятаю, казав щось подібне.
resg02_02.ks	*dummy4	37	Точно: щось про те, що IBN 5100 має власну мову програмування, і таке інше.
resg02_02.ks	*dummy4	38	Не може бути! Звідки ти знаєш?! Як, як?!
resg02_02.ks	*dummy4	39	Пам'ятав я дуже туманно, але, схоже, влучив у яблучко.
resg02_02.ks	*dummy4	40	Здібність «Навідне питання»… Я можу читати те, що в тебе на думці.
resg02_02.ks	*dummy4	41	Що?! Нечесно!
resg02_02.ks	*dummy4	42	Я бачу все наскрізь, Амане Судзухо. Змирися.
resg02_02.ks	*dummy4	43	Кхх!
resg02_02.ks	*dummy4	44	Хай там як, у IBN 5100 таки є прихована функція!
resg02_02.ks	*dummy4	45	Він може розшифровувати власну мову програмування IBN, написану ще до того, як поширилися <tips,131,APL> і <tips,132,BASIC>.
resg02_02.ks	*dummy4	46	Правда ж, дивовижно?
resg02_02.ks	*dummy4	47	Так, Тайтор десять років тому справді казав щось подібне.
resg02_02.ks	*dummy4	48	І одразу після того передбачення інженер IBN офіційно визнав, що така функція існує.
resg02_02.ks	*dummy4	49	А є ж і такі втрачені мови програмування, які тепер прочитаєш тільки на IBN 5100, розумієш?
resg02_02.ks	*dummy4	50	Тайтор подорожував у 1975-й саме по цю функцію.
resg02_02.ks	*dummy4	51	Може, Моека так відчайдушно шукає той комп'ютер, бо хоче скористатися цією функцією?
resg02_02.ks	*dummy4	52	Навряд. Схоже, Блискучий Палець навіть не знає, які функції має той IBN 5100.
resg02_02.ks	*dummy4	53	Тому IBN 5100 — страшенно рідкісний комп'ютер.
resg02_02.ks	*dummy4	54	…Якщо дістати такий, можна дорого продати.
resg02_02.ks	*dummy4	55	Грошей на дослідження вічно бракує, тож пошукати його — думка непогана.\nХоча зараз пріоритет — SERN.
resg02_02.ks	*dummy4	56	Я закінчую розмову із Судзухою, заношу телевізор до лаби, а злам лишаю на Дару й іду подрімати.
resg02_02.ks	*dummy4	57	Коли прокидаюся, минуло вже кілька годин.
resg02_02.ks	*dummy4	58	Крізь вікно вливається свіжий вітерець і торкається щоки.
resg02_02.ks	*dummy4	59	Дару сидить точно на тому самому місці і точно в тій самій позі, що й перед тим, як я заснув.
resg02_02.ks	*dummy4	60	Змінилася хіба що частота, з якою він смикає ногою.
resg02_02.ks	*dummy4	61	Щось бурмоче собі під ніс і клацає в комп'ютері.
resg02_02.ks	*dummy4	62	Отже, зламати досі не вдалося.
resg02_02.ks	*dummy4	63	Дістаю з холодильника холодний Dk Pepper і змочую пересохле горло.
resg02_02.ks	*dummy4	64	Розвалююся на дивані й заходжу з телефона на @чан.
resg02_02.ks	*dummy4	65	І дуже вдало: сам пан Тайтор саме зійшов у тред.
resg02_02.ks	*dummy4	66	Світ можна пояснити моделлю Еверетта — Вілера.\nДетальніше — дивіться саму модель.
resg02_02.ks	*dummy4	67	Схоже, ви всі в полоні усталених уявлень про час.\nЧас зовсім не тече в одному напрямку — від минулого до майбутнього.
resg02_02.ks	*dummy4	68	Точніше кажучи, причинність за жодних умов не допускає суперечності.\nЯкщо змінено наслідок, то й причина змінюється так, щоб не виникло розриву.
resg02_02.ks	*dummy4	69	Саме тому людей, здатних усвідомити, що відхилення змінилося, майже не існує.\n(Відхилення — це показник зміни світової лінії.)
resg02_02.ks	*dummy4	70	здохни, брехло\nжодних доказів не даєш, а туди ж «мандрівник у часі», сміття
resg02_02.ks	*dummy4	71	інфу про акції <tips,133,плз>\nти ж, звісно, знаєш — ти ж мандрівник у часі
resg02_02.ks	*dummy4	72	якщо зміну того самого відхилення неможливо усвідомити, то як Тайтор узагалі вимірює його числове значення?
resg02_02.ks	*dummy4	73	а, ну так, у машині часу ж є прилад, який усе це міряє, все ясно лолололол
resg02_02.ks	*dummy4	74	і ще: я вже давно питаю, як так вийшло, що SERN з дослідного інституту раптом став органом, який керує світом — коли ж ви відповісте, джоне-сан, лол
resg02_02.ks	*dummy4	75	ми все почули! Людство загине! (<tips,134,AA> опущено
resg02_02.ks	*dummy4	76	<tips,135,На фулл серйозі> у відповідь на вкид — не круто, лол\nТайтор — це ж чистий вкид
