src	id	field	ua
tips	275	ruby	
tips	276	ctgr	Інше
tips	276	name	Щось на кшталт лома
tips	276	note	Вислів, яким користуються, коли за слідами злочину видно, що знаряддям був лом, але сам лом ніхто не знайшов і не підтвердив. Саме так формулює поліція у своїх заявах — а преса потім переписує це слово в слово.
tips	276	ruby	
tips	277	ctgr	Наука
tips	277	name	Фердинанд Браун
tips	277	note	Карл Фердинанд Браун (Karl Ferdinand Braun). Народився 1850 року, помер 1918-го. Німець. Лауреат Нобелівської премії з фізики 1909 року. Винахідник електронно-променевої трубки — тієї самої «трубки Брауна».
tips	277	ruby	
tips	278	ctgr	Отаку
tips	278	name	Ранобе
tips	278	note	Лайт-новела. Романи, розраховані передусім на хлопців-підлітків. Обкладинок і вставних ілюстрацій із симпатичними дівчатами тут значно більше, ніж у звичайній прозі. За змістом — від фантастики до фентезі, але останніми роками все більшає історій про школяра, який зустрічає красуню-однолітку і вскакує в якусь геть непобутову халепу.
tips	278	ruby	
tips	279	ctgr	Інше
tips	279	name	Європол
tips	279	note	European Police Office. Європейська поліцейська служба, заснована 1999 року. Спеціальний орган, що обмінюється інформацією з поліцією різних країн, координує і підтримує їхню роботу — щоб боротися з тяжкою міжнародною злочинністю в Європі.
tips	279	ruby	
tips	27	ctgr	Інше
tips	27	name	Dk Pepper
tips	27	note	Газований напій із вельми своєрідним смаком.
tips	27	ruby	
tips	280	ctgr	Інше
tips	280	name	Світлошумова граната
tips	280	note	Вона ж флешбенг. Несмертельна зброя, яку застосовують здебільшого в приміщеннях. Спрацьовуючи, дає потужний спалах і оглушливий гуркіт, і всі, хто в радіусі дії, впадають у шок.
tips	280	ruby	
tips	281	ctgr	Інше
tips	281	name	Перука
tips	281	note	Штучне волосся. Так найчастіше називають накладки — модні або медичні.
tips	281	ruby	
tips	282	ctgr	Інше
tips	282	name	Кебаб
tips	282	note	Одна зі страв турецької кухні. Тут ідеться про дьонер-кебаб. З великого обертового рожна зрізають тонкі скибки м'яса і подають їх у лаваші разом з овочами.
tips	282	ruby	
tips	283	ctgr	Інше
tips	283	name	Овсянка
tips	283	note	Схожа на кашу крупяна страва, популярна у США. Зазвичай подається на сніданок.
tips	283	ruby	
tips	284	ctgr	Інше
tips	284	name	Швацький набір
tips	284	note	Набір. Для шиття.
tips	284	ruby	
tips	285	ctgr	Мережа
tips	285	name	Нюх-нюх
tips	285	note	Жартівливе звуконаслідування — так передають, як хтось принюхується. Підсилена форма звичайного «нюх-нюх», трапляється і в коміксах, і в мережі. Особливо полюбляють її збочені джентльмени, коли треба пояснити, з яким саме натхненням вони обнюхують свою ціль. Походження точно невідоме, але вже на початку 1980-х це слівце зустрічається в популярних коміксах.
tips	285	ruby	
tips	286	ctgr	Інше
tips	286	name	АКТГ
tips	286	note	Адренокортикотропний гормон. Виділяється у відповідь на стрес.
tips	286	ruby	
tips	287	ctgr	Наука
tips	287	name	Поглиблене повторення
tips	287	note	У психології — процес переведення інформації з короткочасної пам'яті в довготривалу. Для цього тому, що треба запам'ятати, надають значення або пов'язують його з іншими, вже знайомими спогадами.
tips	287	ruby	
tips	288	ctgr	Мережа
tips	288	name	Чіт
tips	288	note	"Термін із комп'ютерних ігор. Дослівно — «шахраювати». Спершу так називали самовільну зміну ігрових даних за допомогою зламу чи сторонніх програм.

Останнім часом чимало ігор мають чіт-режим, вбудований самими розробниками. Так звані «приховані команди» — теж різновид чіту."
tips	288	ruby	
tips	289	ctgr	Восьмикласник
tips	289	name	Скульд
tips	289	note	Молодша з трьох сестер-норн (богинь долі) у скандинавській міфології. Сестри доглядають світове дерево Іґґдрасіль, чиє коріння сягає джерела Урд. Скульд відповідає за майбутнє. Водночас вона одна з валькірій.
tips	289	ruby	
tips	28	ctgr	Інше
tips	28	name	Мікрохвильова піч
tips	28	note	"Побутовий прилад, що розігріває продукти з умістом води електромагнітними хвилями (мікрохвилями).
Спочатку її називали «радар-піч». Радар — це, власне, ті самі електромагнітні хвилі.
Все почалося з того, що інженер-радист випадково виявив: електромагнітні хвилі здатні нагрівати їжу. Дослідження тривали, і 1947 року в Америці піч надійшла у вільний продаж як побутова техніка.
Частота випромінювання — 2,45 ГГц, потужність побутових моделей — 500–1000 Вт, промислових — 1500–2000 Вт. Це особлива смуга частот, так званий ISM-діапазон, який використовують і бездротові мережі Wi-Fi."
tips	28	ruby	
tips	29	ctgr	Інше
tips	29	name	Серендипність
tips	29	note	«Serendipity». Хист натрапити на щось цінне зовсім не там, де шукав відповіді. Мікрохвильова піч теж народилася завдяки серендипності.
tips	29	ruby	
tips	2	ctgr	Восьмикласник
tips	2	name	Істинне ім'я
tips	2	note	Ім'я, що виражає саму суть існування. Ім'я душі.
tips	2	ruby	
tips	30	ctgr	Гаджет Майбутнього
tips	30	name	Пістолет Бітових Частинок
tips	30	note	Гаджет Майбутнього № 1. Перший славетний винахід лабораторії — іграшковий бластер, у який силоміць запхали телевізійний пульт. Наводиш на телевізор, тиснеш на гачок — і канали перемикаються, наче ти стріляєш. Щоправда, працює лише кнопка «наступний канал»: ані гучність, ані решта не піддаються. Вмикати й вимикати телевізор доводиться руками, на самому апараті. Назва — данина шедевру японської робо-анімації, «Мобільний Воїн Ганбам».
tips	30	ruby	
tips	31	ctgr	Гаджет Майбутнього
tips	31	name	Бамбукова Гелікамера
tips	31	note	Гаджет Майбутнього № 2. CCD-камера у вигляді бамбукової вертушки. Камеру вбудовано в стрижень вертушки, тож знімати з повітря можна без жодного двигуна. Щоправда, зображення шалено обертається, і якщо довго дивитися, може закрутитися голова й підступити нудота. Назва — від фантастичної манґи «22 Емон».
tips	31	ruby	
tips	32	ctgr	Гаджет Майбутнього
tips	32	name	Чи Може Це Бути Ора Ора?!
tips	32	note	Гаджет Майбутнього № 3. Детектор брехні, що робить висновок за тим, як пітніє великий палець. Можливо, правильніше було б назвати його детектором поту, але навіть так — визнайте, що винахід достоту чудовий. Назва — відсилка до манґи культової слави «Дивакуватий похід ДжуДжу».
tips	32	ruby	
tips	33	ctgr	Гаджет Майбутнього
tips	33	name	Моад Снейк
tips	33	note	Гаджет Майбутнього № 4. Наднадшвидкий зволожувач повітря. Купа води кипить на численних електронагрівальних спіралях і викидає шалену кількість пари. Працює лише кілька секунд, зате зволожує кімнату вмить. Розрахований на шість татамі. Виглядає точнісінько як міна «Клеймор» — і саме цим тішить серця мілітарі-отаку. Назва — від стелс-екшену «Metal Moa Solid: Rising».
tips	33	ruby	
tips	34	ctgr	Гаджет Майбутнього
tips	34	name	Я Знову Приєднав Щось Нікчемне, від Ґоемона
tips	34	note	Гаджет Майбутнього № 5. Фен, зрощений із пилососом, — винахід, про який можна тільки мріяти. Вихлоп пилососа одночасно приводить у дію фен. Назва — від аніме про злодія-джентльмена «Люпанц III».
tips	34	ruby	
tips	35	ctgr	Гаджет Майбутнього
tips	35	name	Шабля Cyalume
tips	35	note	Гаджет Майбутнього № 6. Червона хімічна світлова палиця з приробленим держаком, тож тримати її можна як меч. Утілено геніальну ідею, до якої більше ніхто не додумався: змусити світитися бутафорську кров. Лабораторія Гаджетів Майбутнього здатна винаходити не лише апаратуру, а й дещо з царини хімії! Назва — від голлівудської science fiction-епопеї «Spark Wars».
tips	35	ruby	
tips	36	ctgr	Гаджет Майбутнього
tips	36	name	Камуфляжна Куля-Привид
tips	36	note	"Гаджет Майбутнього № 7.
Близько дванадцяти вживаних 6-дюймових ЕПТ-телевізорів розставлено екранами назовні так, що вони утворюють сферу. Проміжки між ними заповнено кількома мікроскопічними C-MOS-камерами. Кожна камера дивиться назовні під прямим кутом до того монітора, який їй відповідає на протилежному боці сфери. Так, застосувавши технологію оптичного камуфляжу, вдалося отримати сферу, схожу на полігональну модель. Наразі це, без сумніву, найкращий із завершених Гаджетів Майбутнього — от лише громіздкий настільки, що зберігати його просто нема де.
Назва — від фантастичної манґи «Привид у шкаралупі», за якою зняли й аніме."
tips	36	ruby	
tips	37	ctgr	Наука
tips	37	name	Правило Хунда
tips	37	note	Правило, за яким електрони розподіляються в атомі. Коли є кілька орбіталей однакової енергії, електрони заповнюють їх по одному, зберігаючи паралельні спіни, і лише потім починають утворювати пари.
tips	37	ruby	
tips	38	ctgr	Акіба
tips	38	name	ATF
tips	38	note	Скорочення від «Akihabara Techno Forum». Конференц-зала в будівлі Дайбуру. Кілька університетів і науково-дослідних установ час від часу проводять тут спеціальні семінари та симпозіуми.
tips	38	ruby	
tips	39	ctgr	Акіба
tips	39	name	Дайбуру
tips	39	note	Хмарочос із офісами та торговим центром, відкритий у 2003 році, як і UPX. Дайбуру — той, що вищий і вужчий. З UPX з'єднаний надземним переходом.
tips	39	ruby	
tips	3	ctgr	Акіба
tips	3	name	Радікан
tips	3	note	Акіхабарський Радіо-Кайкан. Восьмиповерхова будівля з орендарями просто перед станцією Акіхабара. Усередині — крамниці комп'ютерів, хобі-магазини й таке інше. На сьомому поверсі встановлено табличку: «Місце народження персонального комп'ютера».
tips	3	ruby	
tips	40	ctgr	Отаку
tips	40	name	Луїза-чан
tips	40	note	Головна героїня аніме «Фамільяр десятки». Цундере. Озвучує її Суґімія Ріе — королева цундере (на прізвисько Суґю).
tips	40	ruby	
tips	41	ctgr	Мережа
tips	41	name	Кітаколе
tips	41	note	Мережевий сленг: вигук захоплення, коли все складається саме так, як хотілося. Іноді скорочують до «кткр».
tips	41	ruby	
tips	42	ctgr	Інше
tips	42	name	Токійський електротехнічний університет
tips	42	note	Університет у токійському районі Канда, заснований 1949 року на базі «Електротехнічної школи» 1907 року. Займається розвитком науки й техніки, виховуючи науковців та інженерів. Девіз засновників — «шана практичній науці», принцип освіти й досліджень — «техніка — це люди». Через розташування кампусу тісно пов'язаний із розвитком електричного кварталу Акіхабари.
tips	42	ruby	
tips	43	ctgr	Наука
tips	43	name	Ейнштейн
tips	43	note	Альберт Ейнштейн (Albert Einstein). Народився 1879 року, помер 1955-го. Німецький єврей. Його називають «батьком сучасної фізики»: спеціальна й загальна теорії відносності та безліч інших здобутків. 1921 року отримав Нобелівську премію з фізики.
tips	43	ruby	
tips	44	ctgr	Наука
tips	44	name	Теорія відносності
tips	44	note	"Теорією відносності називають разом дві праці фізика Ейнштейна: спеціальну теорію відносності (1905) і загальну теорію відносності (1916). Найвідоміша її формула — «E=mc^2».
Спеціальна теорія відносності стверджує таке.
«Тіло не може перевищити швидкість світла». «Чим ближче швидкість руху до світлової, тим повільніше тече час. На швидкості світла час зупиняється». «Чим ближче швидкість руху до світлової, тим більше скорочується довжина. На швидкості світла довжина стає нульовою». «Чим ближче швидкість руху до світлової, тим більшою стає маса тіла. На швидкості світла маса стає безмежною».
Загальна теорія відносності додає до цього таке.
«У сильному гравітаційному полі час тече повільніше». «У сильному гравітаційному полі простір скорочується». «У сильному гравітаційному полі маса зростає»."
tips	44	ruby	
tips	45	ctgr	Наука
tips	45	name	Елементарна частинка
tips	45	note	Найменша одиниця, з якої складається матерія. Щоправда, чіткого визначення не існує. Частинку, парну до певної елементарної частинки, але з протилежним зарядом, називають античастинкою.
tips	45	ruby	
tips	46	ctgr	Наука
tips	46	name	Теорія суперструн
tips	46	note	"Фізична гіпотеза, за якою найглибша основа матерії має вигляд «струн», а їхні коливання дають різні стани — тому ми й бачимо кілька десятків видів елементарних частинок. Ця теорія виходить з того, що Всесвіт має 11 вимірів, але довести це експериментально вважають неможливим, тож вона й досі лишається гіпотезою.
А проте кажуть, що коли її таки доведуть, вона зможе пояснити геть усе: від макрорівня — будови Всесвіту й загадки його народження — до мікрорівня, тобто елементарних частинок і кварків."
tips	46	ruby	
tips	47	ctgr	Інше
tips	47	name	1.21 джиґавата
tips	47	note	Походить із трилогії голлівудських фільмів 1980-х про машину часу й часові парадокси. У першій частині винахідник — «доктор» — каже, що машині часу у вигляді автомобіля для подорожі потрібно «1.21 джиґавата» енергії. Насправді одиниці «джиґават» не існує: сценарист зробив орфографічну помилку, а в японських субтитрах її ще й переклали як є. Правильно — гігават.
tips	47	ruby	
tips	48	ctgr	Інше
tips	48	name	ЛА
tips	48	note	Лос-Анджелес. Місто на західному узбережжі США, у штаті Каліфорнія.
tips	48	ruby	
tips	49	ctgr	Наука
tips	49	name	Ефект Урасіми
tips	49	note	Явище, що випливає з відомого факту теорії відносності: «чим ближче швидкість до світлової, тим повільніше тече час». Наприклад, А сідає на космічний корабель, летить зі швидкістю, майже рівною світловій, і повертається за кілька років — а на Землі тим часом минула тисяча років.
tips	49	ruby	
tips	4	ctgr	Інше
tips	4	name	Електромагнітні хвилі
tips	4	note	"Хвилі, що мають водночас властивості електричного й магнітного поля; теоретично їх передбачив Максвелл у 1864 році. Обидва поля впливають одне на одне, через що сам простір починає коливатися, і хвиля поширюється навколо. Тому їх ще називають електромагнітним випромінюванням.
Залежно від частоти їх поділяють на радіохвилі, інфрачервоне, видиме та ультрафіолетове світло, рентгенівське й гамма-випромінювання.
Щодо шкідливого впливу на людину Всесвітня організація охорони здоров'я (ВООЗ) заявила, що «наукових підстав для причинного зв'язку не виявлено» — але й відсутність такого зв'язку теж ніхто не довів."
tips	4	ruby	
tips	50	ctgr	Інше
tips	50	name	Принцип Причинності
tips	50	note	"Уявлення про те, що кожна подія обов'язково має причину, а вже з неї народжується наслідок. Саме на цьому принципі побудована теорія відносності.
Проте в мікросвіті, як-от у квантовій механіці, виявлено явища, на які принцип причинності не завжди поширюється."
tips	50	ruby	
tips	51	ctgr	Інше
tips	51	name	Часовий парадокс
tips	51	note	"Суперечність, що виникає, коли хтось подорожує в минуле й діє інакше, ніж було в первісній історії. Найвідоміший приклад — «Парадокс Дідуся». Якщо вирушити в минуле й убити власного батька до свого народження, то ти не народишся — а отже, не буде й того, хто вбив батька; виходить замкнене коло.
Через можливість таких парадоксів деякі твердять, що подорожі в часі нездійсненні. Способів розв'язати парадокс запропоновано чимало, але все це — не більше ніж уявні експерименти."
tips	51	ruby	
tips	52	ctgr	Наука
tips	52	name	Закон збереження маси
tips	52	note	Закон, за яким під час хімічних перетворень — горіння, термічного розкладу тощо — загальна маса речовин до й після реакції залишається однаковою. Наприклад, коли водень реагує з оксигеном і утворюється вода, маса водню й оксигену дорівнює масі води.
tips	52	ruby	
tips	53	ctgr	Отаку
tips	53	name	Марнокнижжя
tips	53	note	Книжки, написані такою стрибучою логікою, що її сміло можна назвати маренням. Здебільшого йдеться про надприродні явища, НЛО, окультизм і теорії змови.
tips	53	ruby	
tips	54	ctgr	Наука
tips	54	name	Принцип самоузгодженості
tips	54	note	Принцип Новікова: навіть якщо потрапити в минуле й спробувати вчинити щось таке, що створило б часовий парадокс, спрацює невидима сила — на перший погляд схожа на низку випадковостей, — і здійснити цю дію не вдасться нізащо.
tips	54	ruby	
tips	55	ctgr	Акіба
tips	55	name	Мансейбаші
tips	55	note	"Один із мостів через річку Канда, розташований на південному краю електричного кварталу Акіхабари.
Перший Мансейбаші стояв не там, де нинішній, і звався «Йорозуйобаші». Коли на сучасному місці звели «новий Мансейбаші», старий перейменували на «Мото-Мансейбаші», але й його розібрали 1906 року.
Нинішній арковий Мансейбаші постав 1930 року — після перебудови, спричиненої Великим землетрусом Канто."
tips	55	ruby	
tips	56	ctgr	Акіба
tips	56	name	Канда Мьоджін
tips	56	note	Святилище на захід від Акіхабари, на пагорбі, звідки видно все мое-місто. Головна святиня Едо: тут шанують Оокунінуші-но-мікото (він же Дайкоку-сама) і Тайра-но-Масакадо. Від станції Акіхабара — хвилин десять, від лабораторії Окабе — близько п'яти.
tips	56	ruby	
tips	57	ctgr	Інше
tips	57	name	Хокотен
tips	57	note	Скорочення від «Рай Пішохода». У людні дні в деяких районах Токіо — зокрема в Акіхабарі — перекривають головні вулиці. Проїзна частина стає одним великим тротуаром, і пішоходи ходять де заманеться.
tips	57	ruby	
tips	58	ctgr	Акіба
tips	58	name	Фотоманіяки
tips	58	note	Здебільшого чоловіки, які злітаються на всілякі заходи з дорогими зеркалками й без ліку фотографують переважно дівчат у відкритих костюмах. Роблять це для душі, а не за гроші — тому й «аматори». Слово «хлопчаки» тут ні до чого: вік буває будь-який.
tips	58	ruby	
tips	59	ctgr	Восьмикласник
tips	59	name	Сейшін Занма-рю
tips	59	note	Школа мечового бою для запечатування демонів, яку Темний Фенікс дарував Урушібарі Рюці — нащадку одного з давніх стражів Акіхабари. Водночас це метод духовного зосередження, що стримує лихе полум'я, яке спить у тілі Рюки. Свою справжню силу техніки розкривають лише з проклятим мечем Самідаре. …Такий, принаймні, задум. Вигадав його, певна річ, Окабе.
tips	59	ruby	
tips	5	ctgr	Отаку
tips	5	name	Капсульний автомат
tips	5	note	Торговий автомат: кидаєш монету, крутиш ручку — і з отвору випадає капсула з якоюсь дрібною іграшкою. Що саме всередині, не дізнаєшся, поки не відкриєш. Залежно від епохи, регіону й виробника назв безліч, а спільна для всіх — капсульні іграшки.
tips	5	ruby	
tips	60	ctgr	Акіба
tips	60	name	Фуджощі
tips	60	note	Дівчата-отаку, які полюбляють аніме, ігри та додзінші про кохання між чоловіками — так званий «яой». До жінок-отаку взагалі це слово не стосується.
tips	60	ruby	
tips	61	ctgr	Акіба
tips	61	name	КоміМа
tips	61	note	Комічний Гіга Маркет. Свято отаку, що двічі на рік відбувається в Токіо Біг Сайт в Аріаке. Тисячі авторів привозять туди все на світі: від еротичної манґи за популярними аніме до власних фігурок, музики й ігор. Найближча літня КоміМа триватиме три дні, починаючи з 15 серпня.
tips	61	ruby	
tips	62	ctgr	Отаку
tips	62	name	Кірарі-чан
tips	62	note	Головна героїня «RaiNet Kakeru». Повне ім'я — Нішімура Кірарі, учениця 5 класу. Розумна, у спорті — на всі руки. До того ж мила й з чудовим характером. Практично ідеальна дівчинка. Любить гарно вдягатися, ненавидить шіітаке.
tips	62	ruby	
tips	63	ctgr	Мережа
tips	63	name	Хтось такий милий не може бути дівчиною
tips	63	note	Усталений вислів, який неодмінно кидають під артом із милим персонажем, коли стать його не вказана — або коли це таки хлопець, тобто фембой. Ту саму фразу вживають і саркастично: щодо дівчат, які схожі на хлопців.
tips	63	ruby	
tips	64	ctgr	Інше
tips	64	name	Оонуса
tips	64	note	Ритуальне знаряддя в сінто. Це гілка сакакі з прикріпленими до кінця паперовими стрічками (шіде). Вважається, що коли нею помахати над людиною під час очищення, скверна переходить із людини на саму оонусу.
tips	64	ruby	
tips	65	ctgr	Акіба
tips	65	name	Святилище Янабаяші
tips	65	note	Святилище в Акіхабарі. Перейти міст Мансейбаші, звернути в найближчий провулок, пройти під залізничною естакадою — і далі вздовж річки. На території повно бездомних котів. Рідний дім Урушібари Рюки.
tips	65	ruby	
tips	66	ctgr	Акіба
tips	66	name	Майстерня Трубки Брауна
tips	66	note	Крамниця, що торгує виключно ЕПТ-телевізорами. Розташована на першому поверсі багатофункційної будівлі Охіяма біля Суехірочьо. У самій глибині крамниці стоїть рідкісний 42-дюймовий ЕПТ-телевізор. Власник, Тенноджі Юґо, водночас і господар будівлі. Покупців за день можна перелічити на пальцях, та якимось дивом крамниця виживає в Акіхабарі, де все змінюється чи не щодня.
tips	66	ruby	
tips	67	ctgr	Інше
tips	67	name	IBN
tips	67	note	Американська комп'ютерна компанія. Розробляє й продає не лише апаратне та програмне забезпечення, а й надає корпоративні послуги та консалтинг. Останніми роками саме друге стало її основним напрямом. Відома також тим, що розробила операційні системи для ПК, жорсткі та гнучкі диски.
tips	67	ruby	
tips	68	ctgr	Мережа
tips	68	name	Мешканці
tips	68	note	Ті, хто регулярно користується певним сервісом. Найчастіше так називають завсідників анонімних інтернет-форумів.
tips	68	ruby	
tips	69	ctgr	Інше
tips	69	name	Хвороба Кройцфельдта-Якоба
tips	69	note	Так називають зараження людини після того, як вона з'їла м'ясо корови з ГЕВРХ (те, що в народі звуть скаженою коровою). Симптоми: погіршення пам'яті, дивна поведінка, зміни характеру, недоумство, задубіння м'язів. У найгіршому разі за рік-два настає повне виснаження організму і смерть від паралічу дихання. Лікування досі не знайдено.
tips	69	ruby	
tips	6	ctgr	Отаку
tips	6	name	RaiNet Kakeru
tips	6	note	"Дуже популярна манґа про інтернет, що виходить у «ЛокоЛоко Комікс». Зараз щонеділі з 9:00 на каналах «Тотелебачення» йде вже третій сезон телеаніме.
На перший погляд — і атмосфера, і дизайн персонажів — це твір для дітей, але насправді фантастику тут відкинуто на користь небаченої досі реалістичності тем, тож дивитися його не соромно й дорослому.
Дітей, які через це аніме здобувають правильні (а часом і не дуже правильні) знання про інтернет, а тоді вихваляються ними перед друзями, стає все більше.
На таку реакцію деякі фахівці навіть кажуть: «Тепер в інтернеті діти тямлять краже за дорослих», — і покоління, що виросло на «RaiNet Kakeru», подеколи звуть «дітьми RaiNet».
Були й організації та політики, які різко критикували серіал: мовляв, підлітки, що не відриваються від комп'ютера, — це пропаганда затворництва. Але месидж твору — «можливості інтернету, добро і зло мережевого світу, правильне розуміння авторського права, відповідальність за інформацію» — більшість дорослих цілком приймала, тож незадоволених невдовзі стало обмаль.
Отак «RaiNet Kakeru» і виріс у серіал, який дивляться й люблять найрізноманітніші глядачі.
При цьому це аж ніяк не нудна освітня передача, хоч і будить інтелектуальну цікавість. Хакери, кракери, кібертерористи, віруси й інші мережеві поняття подано візуально: техніка набору героя й запуск програм з'являються на екрані комп'ютера як віртуальні роботи. Двобої перетворюються на зрозумілі бої, і оповідь у доброму темпі перескакує між двома точками зору — тим, що всередині комп'ютера, і тим, що поза ним: майстерністю героя й злагодженою роботою його друзів."
tips	6	ruby	
tips	70	ctgr	Мережа
tips	70	name	Вкид
tips	70	note	Спершу — спосіб лову риби: закидаєш вудку з наживкою і чекаєш, поки клюне. Звідси й пішло: на анонімних імиджбордах так називають писанину з провокативними думками або відвертою брехнею — щоб потім потішитися з тих, хто повівся й бурхливо відреагував.
tips	70	ruby	
tips	71	ctgr	Наука
tips	71	name	SERN
tips	71	note	"Європейська організація ядерних досліджень. Щоправда, «SERN» — не абревіатура від цієї назви: досі вживають скорочення від французького «Société Européen pour la Recherche Nucléaire» (комітет із заснування лабораторії).
Найбільша у світі лабораторія фізики елементарних частинок, розташована в передмісті Женеви, у Швейцарії. Вона лежить просто на кордоні Франції та Швейцарії, а на її території є банк, бібліотека, пошта й гуртожитки.
Тут збираються дослідницькі групи з усього світу — насамперед із дев'ятнадцяти європейських країн — і проводять найрізноманітніші експерименти з фізики елементарних частинок. У SERN працює кілька тисяч людей."
tips	71	ruby	
tips	72	ctgr	Мережа
tips	72	name	Моар
tips	72	note	Скорочення від «розкажи детальніше». Вживають, коли хочуть почути більше подробиць.
tips	72	ruby	
tips	73	ctgr	Інше
tips	73	name	Антиутопія
tips	73	note	Суспільство, цілком протилежне утопії. Тотальний контроль і регламентація: жодна людина не має приватності, а її дії відстежують двадцять чотири години на добу.
tips	73	ruby	
tips	74	ctgr	Мережа
tips	74	name	Тє
tips	74	note	Те саме, що «ти». Інтернет-сленг.
tips	74	ruby	
tips	75	ctgr	Мережа
tips	75	name	Пацани
tips	75	note	Спотворене «ви всі», «хлопці». Мережевий сленг.
tips	75	ruby	
tips	76	ctgr	Інше
tips	76	name	Реально
tips	76	note	Сленг. Означає «серйозно», «по-справжньому», «на повному серйозі».
tips	76	ruby	
tips	77	ctgr	Мережа
tips	77	name	лол
tips	77	note	Скорочення від «laughing out loud» — «гучно смію́сь». Кажуть, пішло із закордонних онлайн-ігор. Ставиться в кінці або посередині фрази, щоб показати: це смішно. На анонімних форумах повторюють по багато разів — «лоллоллоллол» — щоб передати вищий градус емоції або відкритий глум із співрозмовника. Приклади: «ухх лол ок лол» або «мене л розриває л». Через вигляд таких рядків іноді кажуть, що людина «садить траву».
tips	77	ruby	
tips	78	ctgr	Мережа
tips	78	name	Залий
tips	78	note	Скорочення від «завантажити на сервер», «залити».
tips	78	ruby	
tips	79	ctgr	Отаку
tips	79	name	Мейд-кафе
tips	79	note	Різновид кафе, що з початку 2000-х розплодився передусім в Акіхабарі. Персонал, як правило, суто жіночий, а в «мейд-кафе» офіціантки ще й одягнені покоївками. Гостя вітають словами «Ласкаво просимо додому, господарю». Відвідувач може поговорити з офіціанткою чи пограти з нею в ігри, але це все одно закład громадського харчування, а не бордель.
tips	79	ruby	
tips	7	ctgr	Інше
tips	7	name	Джон Тайтор
tips	7	note	У листопаді 2000 року на американському інтернет-форумі з'явився чоловік, який заявив, що він мандрівник у часі з 2036 року. Мережа загула, на форум посипалися питання й почалися палкі дискусії. Він назвався Джоном Тайтором. Він також частково виклав фотографії своєї машини часу та інструкції до неї, а ще схеми принципу її роботи. Як гість із майбутнього, він розповів про події найближчих років, фізику подорожей у часі, вплив на історію, багатосвіти, часові лінії та світові лінії. А через чотири місяці по появі залишив повідомлення: «Свою місію виконано, повертаюся у свій світ», — і зник безвісти.
tips	7	ruby	
tips	80	ctgr	Мережа
tips	80	name	Свято
tips	80	note	Стан, коли тред на @чані вибухає активністю. Згодом так почали називати й подібне пожвавлення не лише в мережі, а й у реальному житті. Зі справжніми традиційними святами це не має нічого спільного.
tips	80	ruby	
tips	81	ctgr	Інше
tips	81	name	Міська легенда
tips	81	note	Чутки, що масово з'явилися з XX століття й мають непевне або туманне походження. Формально їх відрізняють від страшилок, окультизму та фольклору, але останнім часом ці межі дедалі більше розмиваються. Міські легенди бувають різні — від смішних побрехеньок до справжніх жахів із саспенсом, і розповідають їх так, ніби все це справді сталося. Найвідоміші приклади: «Ханако з туалету», «Підробіток з обмивання трупів», «Люди в чорному».
tips	81	ruby	
tips	82	ctgr	Інше
tips	82	name	98
tips	82	note	Скорочена назва серії персональних комп'ютерів, яку японський виробник продавав із другої половини 1980-х до першої половини 1990-х. Продавалася настільки добре, що якийсь час її називали «народною машиною».
tips	82	ruby	
tips	83	ctgr	Інше
tips	83	name	MI6
